date_stolen,make_name,make_type,vehicle_type,model_year,vehicle_color,region,population,population_density
11/17/2021,Trailer,Standard,Trailer - Heavy,2011,Silver,Auckland,1695200,343.09
11/18/2021,Trailer,Standard,Trailer,2017,Silver,Auckland,1695200,343.09
11/18/2021,PGO,Standard,Moped,2009,Blue,Auckland,1695200,343.09
11/18/2021,Suzuki,Standard,Roadbike,2019,Black,Auckland,1695200,343.09
11/18/2021,Isuzu,Standard,Stationwagon,1996,Grey,Canterbury,655000,14.72
11/18/2021,Toyota,Standard,Hatchback,2007,Grey,Canterbury,655000,14.72
11/18/2021,Mercedes-Benz,Luxury,Saloon,2004,Black,Auckland,1695200,343.09
11/18/2021,Holden,Standard,Hatchback,2015,Silver,Bay of Plenty,347700,28.8
11/18/2021,Toyota,Standard,Stationwagon,1995,Green,Canterbury,655000,14.72
11/18/2021,Toyota,Standard,Light Van,2006,White,Auckland,1695200,343.09
11/19/2021,Trailer,Standard,Boat Trailer,2021,Silver,Bay of Plenty,347700,28.8
11/19/2021,Ducati,Standard,Roadbike,2003,Red,Northland,201500,16.11
11/19/2021,Harley Davidson,Standard,Roadbike,2020,Black,Wellington,543500,67.52
11/19/2021,BMW,Luxury,Saloon,2005,Grey,Auckland,1695200,343.09
11/19/2021,Holden,Standard,Hatchback,2006,Yellow,Auckland,1695200,343.09
11/19/2021,Mazda,Standard,Stationwagon,1999,Black,Hawke's Bay,182700,12.92
11/19/2021,Honda,Standard,Stationwagon,2000,White,Bay of Plenty,347700,28.8
11/19/2021,Toyota,Standard,Hatchback,2011,Red,Auckland,1695200,343.09
11/19/2021,Honda,Standard,Saloon,2007,Black,Wellington,543500,67.52
11/19/2021,Mitsubishi,Standard,Stationwagon,2005,Silver,Bay of Plenty,347700,28.8
11/19/2021,Toyota,Standard,Saloon,2006,Silver,Northland,201500,16.11
11/19/2021,Ford,Standard,Utility,2003,Green,Bay of Plenty,347700,28.8
11/19/2021,Mitsubishi,Standard,Stationwagon,2010,Silver,Auckland,1695200,343.09
11/19/2021,Nissan,Standard,Saloon,2005,Blue,Auckland,1695200,343.09
11/19/2021,Mitsubishi,Standard,Saloon,2004,Blue,Waikato,513800,21.5
11/19/2021,Mitsubishi,Standard,Saloon,1993,Blue,Bay of Plenty,347700,28.8
11/20/2021,Trailer,Standard,Trailer,2021,Silver,Wellington,543500,67.52
11/20/2021,Toyota,Standard,Stationwagon,1993,Red,Canterbury,655000,14.72
11/20/2021,Toyota,Standard,Light Van,2000,White,Auckland,1695200,343.09
11/20/2021,Factory Built,Standard,Moped,2021,Black,Nelson,54500,129.15
11/20/2021,Ford,Standard,Utility,2006,Silver,Auckland,1695200,343.09
11/20/2021,Volkswagen,Standard,Stationwagon,2008,Red,Auckland,1695200,343.09
11/20/2021,Holden,Standard,Utility,2004,White,Waikato,513800,21.5
11/20/2021,Trailer,Standard,Boat Trailer,2007,Silver,Canterbury,655000,14.72
11/20/2021,Toyota,Standard,Hatchback,2012,Blue,Auckland,1695200,343.09
11/20/2021,Mazda,Standard,Hatchback,2009,Black,Waikato,513800,21.5
11/20/2021,Suzuki,Standard,Hatchback,2007,Black,Bay of Plenty,347700,28.8
11/20/2021,Ford,Standard,Utility,1992,White,Bay of Plenty,347700,28.8
11/20/2021,Toyota,Standard,Utility,1995,Grey,Northland,201500,16.11
11/21/2021,Trailer,Standard,Boat Trailer,2020,Silver,Auckland,1695200,343.09
11/21/2021,Homebuilt,Standard,Trailer,1976,White,Bay of Plenty,347700,28.8
11/21/2021,Trailer,Standard,Trailer,2017,Silver,Hawke's Bay,182700,12.92
11/21/2021,Triumph,Standard,Roadbike,2002,Blue,Wellington,543500,67.52
11/21/2021,Kawasaki,Standard,Roadbike,2016,Green,Wellington,543500,67.52
11/21/2021,Suzuki,Standard,Moped,2019,Blue,Waikato,513800,21.5
11/21/2021,BMW,Luxury,Stationwagon,2001,Silver,Auckland,1695200,343.09
11/21/2021,Ford,Standard,Stationwagon,2008,Grey,Auckland,1695200,343.09
11/21/2021,BMW,Luxury,Saloon,2001,Silver,Hawke's Bay,182700,12.92
11/21/2021,Nissan,Standard,Saloon,2007,Red,Auckland,1695200,343.09
11/21/2021,BMW,Luxury,Saloon,2006,Grey,Waikato,513800,21.5
11/21/2021,BMW,Luxury,Convertible,2008,Black,Auckland,1695200,343.09
11/21/2021,Nissan,Standard,Saloon,2006,Blue,Canterbury,655000,14.72
11/21/2021,Ford,Standard,Utility,2020,Grey,Bay of Plenty,347700,28.8
11/21/2021,Nissan,Standard,Saloon,2007,Black,Auckland,1695200,343.09
11/21/2021,Subaru,Standard,Stationwagon,2006,Black,Auckland,1695200,343.09
11/21/2021,Ford,Standard,Hatchback,1998,Blue,Hawke's Bay,182700,12.92
11/21/2021,Trailer,Standard,Trailer,2014,Silver,Canterbury,655000,14.72
11/21/2021,Trailer,Standard,Trailer,2014,Grey,Auckland,1695200,343.09
11/22/2021,Trailer,Standard,Trailer,2018,Silver,Bay of Plenty,347700,28.8
11/22/2021,Factory Built,Standard,Trailer,2000,Silver,Bay of Plenty,347700,28.8
11/22/2021,Trailer,Standard,Trailer,2015,Silver,Bay of Plenty,347700,28.8
11/22/2021,Trailer,Standard,Trailer,2019,Silver,Bay of Plenty,347700,28.8
11/22/2021,Trailer,Standard,Trailer,2016,Silver,Northland,201500,16.11
11/22/2021,Kawasaki,Standard,Roadbike,1996,Black,Auckland,1695200,343.09
11/22/2021,Suzuki,Standard,Roadbike,2006,Black,Auckland,1695200,343.09
11/22/2021,Suzuki,Standard,Roadbike,2012,Black,Auckland,1695200,343.09
11/22/2021,Mazda,Standard,Utility,2002,Red,Bay of Plenty,347700,28.8
11/22/2021,Kawasaki,Standard,Roadbike,2019,Green,Auckland,1695200,343.09
11/22/2021,ADLY,Standard,Moped,2009,Red,Bay of Plenty,347700,28.8
11/22/2021,Nissan,Standard,Stationwagon,1995,Green,Auckland,1695200,343.09
11/22/2021,Holden,Standard,Utility,2004,Blue,Canterbury,655000,14.72
11/22/2021,Trailer,Standard,Trailer - Heavy,2012,Grey,Auckland,1695200,343.09
11/22/2021,Toyota,Standard,Hatchback,2007,Blue,Auckland,1695200,343.09
11/22/2021,Nissan,Standard,Sports Car,1996,White,Auckland,1695200,343.09
11/22/2021,Mitsubishi,Standard,Stationwagon,2000,Silver,Auckland,1695200,343.09
11/22/2021,Toyota,Standard,Light Van,2012,White,Auckland,1695200,343.09
11/22/2021,Nissan,Standard,Saloon,2006,Red,Waikato,513800,21.5
11/22/2021,Toyota,Standard,Light Van,2010,White,Auckland,1695200,343.09
11/22/2021,Mercedes-Benz,Luxury,Stationwagon,2004,Black,Northland,201500,16.11
11/22/2021,Nissan,Standard,Saloon,1993,Green,Nelson,54500,129.15
11/22/2021,Ford,Standard,Stationwagon,1996,Green,Canterbury,655000,14.72
11/23/2021,Suzuki,Standard,Moped,2016,Brown,Waikato,513800,21.5
11/23/2021,TNT Motor,Standard,Moped,2018,Black,Auckland,1695200,343.09
11/23/2021,Nissan,Standard,Stationwagon,1992,Black,Auckland,1695200,343.09
11/23/2021,Ford,Standard,Utility,2003,White,Canterbury,655000,14.72
11/23/2021,Suzuki,Standard,Roadbike,2021,White,Wellington,543500,67.52
11/23/2021,Mazda,Standard,Utility,2006,White,Auckland,1695200,343.09
11/23/2021,Nissan,Standard,Stationwagon,1994,Blue,Canterbury,655000,14.72
11/23/2021,Chrysler,Standard,Saloon,2007,Silver,Canterbury,655000,14.72
11/23/2021,Mitsubishi,Standard,Hatchback,2006,Blue,Auckland,1695200,343.09
11/23/2021,Mitsubishi,Standard,Hatchback,2006,Blue,Auckland,1695200,343.09
11/23/2021,Mitsubishi,Standard,Stationwagon,1997,Red,Northland,201500,16.11
11/23/2021,Ford,Standard,Utility,2013,Silver,Bay of Plenty,347700,28.8
11/23/2021,BMW,Luxury,Saloon,2006,White,Auckland,1695200,343.09
11/23/2021,Trailer,Standard,Boat Trailer,2007,Silver,Nelson,54500,129.15
11/23/2021,Nissan,Standard,Stationwagon,2005,Grey,Nelson,54500,129.15
11/23/2021,Mitsubishi,Standard,Light Van,1986,Red,Canterbury,655000,14.72
11/23/2021,Honda,Standard,Saloon,1991,Red,Wellington,543500,67.52
11/23/2021,Nissan,Standard,Saloon,1997,Silver,Bay of Plenty,347700,28.8
11/23/2021,Honda,Standard,Saloon,1998,Gold,Otago,246000,7.89
11/24/2021,Kea,Standard,Trailer - Heavy,2019,Silver,Waikato,513800,21.5
11/24/2021,Trailer,Standard,Trailer,2021,Grey,Auckland,1695200,343.09
11/24/2021,Trailer,Standard,Trailer - Heavy,2018,Silver,Auckland,1695200,343.09
11/24/2021,Suzuki,Standard,Roadbike,2018,Black,Waikato,513800,21.5
11/24/2021,Mitsubishi,Standard,Saloon,2003,White,Manawatū-Whanganui,258200,11.62
11/24/2021,Ford,Standard,Utility,2006,White,Northland,201500,16.11
11/24/2021,Mitsubishi,Standard,Stationwagon,2007,Grey,Canterbury,655000,14.72
11/24/2021,Ford,Standard,Mobile Home - Light,1996,White,Taranaki,127300,17.55
11/24/2021,Great Wall,Standard,Utility,2010,Black,Hawke's Bay,182700,12.92
11/24/2021,Honda,Standard,Saloon,2001,Blue,Auckland,1695200,343.09
11/24/2021,Toyota,Standard,Utility,2013,White,Manawatū-Whanganui,258200,11.62
11/24/2021,Toyota,Standard,Saloon,2008,Silver,Auckland,1695200,343.09
11/24/2021,Mazda,Standard,Flat Deck Truck,2014,White,Auckland,1695200,343.09
11/24/2021,Toyota,Standard,Saloon,1991,Green,Otago,246000,7.89
11/24/2021,Ford,Standard,Saloon,1996,Blue,Bay of Plenty,347700,28.8
11/24/2021,Nissan,Standard,Saloon,1997,Red,Canterbury,655000,14.72
11/24/2021,Trailer,Standard,Boat Trailer,2014,Grey,Waikato,513800,21.5
11/24/2021,Ford,Standard,Saloon,2000,White,Canterbury,655000,14.72
11/25/2021,Briford,Standard,Trailer,2016,Silver,Auckland,1695200,343.09
11/25/2021,Moped,Standard,Moped,2008,Gold,Wellington,543500,67.52
11/25/2021,Trailer,Standard,Trailer,2020,Silver,Northland,201500,16.11
11/25/2021,Trailer,Standard,Trailer,2020,Silver,Bay of Plenty,347700,28.8
11/25/2021,Nissan,Standard,Saloon,1996,Grey,Gisborne,52100,6.21
11/25/2021,Toyota,Standard,Other Truck,1997,White,Auckland,1695200,343.09
11/25/2021,Toyota,Standard,Saloon,1996,Silver,Bay of Plenty,347700,28.8
11/25/2021,Holden,Standard,Utility,2005,White,Auckland,1695200,343.09
11/25/2021,Briford,Standard,Trailer,2004,Silver,Wellington,543500,67.52
11/25/2021,Honda,Standard,Hatchback,1998,Silver,Taranaki,127300,17.55
11/25/2021,Mazda,Standard,Utility,1990,Red,Northland,201500,16.11
11/25/2021,Nissan,Standard,Saloon,2001,Grey,Auckland,1695200,343.09
11/25/2021,Toyota,Standard,Stationwagon,2015,Grey,Canterbury,655000,14.72
11/25/2021,Trailer,Standard,Trailer,2007,Grey,Wellington,543500,67.52
11/25/2021,Chevrolet,Standard,Stationwagon,1998,Black,Canterbury,655000,14.72
11/25/2021,Daihatsu,Standard,Mobile Home - Light,1988,White,Taranaki,127300,17.55
11/25/2021,Holden,Standard,Saloon,2008,Grey,Gisborne,52100,6.21
11/25/2021,BMW,Luxury,Saloon,2009,White,Wellington,543500,67.52
11/25/2021,Subaru,Standard,Saloon,2007,Blue,Auckland,1695200,343.09
11/25/2021,Trailer,Standard,Trailer,1976,Red,Wellington,543500,67.52
11/25/2021,Nissan,Standard,Utility,1992,White,Canterbury,655000,14.72
11/25/2021,Hyundai,Standard,Light Van,1998,White,Canterbury,655000,14.72
11/25/2021,Nissan,Standard,Mobile Home - Light,1986,White,Canterbury,655000,14.72
11/26/2021,Trailer,Standard,Trailer,1940,White,Otago,246000,7.89
11/26/2021,Trailer,Standard,Trailer,2020,Silver,Auckland,1695200,343.09
11/26/2021,Piaggio,Standard,Roadbike,2012,Black,Auckland,1695200,343.09
11/26/2021,Toyota,Standard,Saloon,1994,Silver,Canterbury,655000,14.72
11/26/2021,Toyota,Standard,Saloon,2000,White,Manawatū-Whanganui,258200,11.62
11/26/2021,Nissan,Standard,Stationwagon,1997,Black,Auckland,1695200,343.09
11/26/2021,ADLY,Standard,Moped,2020,Black,Auckland,1695200,343.09
11/26/2021,Mazda,Standard,Utility,2006,Black,Bay of Plenty,347700,28.8
11/26/2021,Kea,Standard,Trailer,2005,Silver,Waikato,513800,21.5
11/26/2021,Subaru,Standard,Stationwagon,2000,Black,Bay of Plenty,347700,28.8
11/26/2021,Toyota,Standard,Stationwagon,1993,Green,Bay of Plenty,347700,28.8
11/26/2021,Mazda,Standard,Stationwagon,2006,White,Auckland,1695200,343.09
11/26/2021,Trailer,Standard,Trailer - Heavy,2007,Grey,Waikato,513800,21.5
11/26/2021,Ford,Standard,Utility,2004,White,Canterbury,655000,14.72
11/26/2021,Mitsubishi,Standard,Stationwagon,2014,Grey,Wellington,543500,67.52
11/26/2021,Holden,Standard,Utility,2005,Black,Auckland,1695200,343.09
11/26/2021,Nissan,Standard,Stationwagon,2008,Black,Waikato,513800,21.5
11/26/2021,Nissan,Standard,Utility,1988,White,Canterbury,655000,14.72
11/26/2021,Mazda,Standard,Saloon,1990,Grey,Hawke's Bay,182700,12.92
11/26/2021,Holden,Standard,Saloon,1998,Red,Auckland,1695200,343.09
11/26/2021,Subaru,Standard,Stationwagon,1993,Red,Taranaki,127300,17.55
11/27/2021,Oxford,Standard,Caravan,1969,White,Bay of Plenty,347700,28.8
11/27/2021,Briford,Standard,Trailer,2015,Silver,Canterbury,655000,14.72
11/27/2021,Over,Standard,Moped,2015,Red,Wellington,543500,67.52
11/27/2021,Keeway,Standard,Roadbike,2011,Silver,Waikato,513800,21.5
11/27/2021,Isuzu,Standard,Stationwagon,1992,Green,Bay of Plenty,347700,28.8
11/27/2021,Toyota,Standard,Saloon,2003,Blue,Canterbury,655000,14.72
11/27/2021,Holden,Standard,Utility,2002,Green,Gisborne,52100,6.21
11/27/2021,Toyota,Standard,Stationwagon,1994,Red,Waikato,513800,21.5
11/27/2021,Hyundai,Standard,Hatchback,2009,Red,Bay of Plenty,347700,28.8
11/27/2021,Toyota,Standard,Hatchback,2005,Red,Auckland,1695200,343.09
11/27/2021,Mazda,Standard,Utility,2003,Silver,Taranaki,127300,17.55
11/27/2021,Trailer,Standard,Trailer,2008,Silver,Auckland,1695200,343.09
11/27/2021,Toyota,Standard,Saloon,1989,Red,Auckland,1695200,343.09
11/27/2021,Nissan,Standard,Stationwagon,1994,Green,Wellington,543500,67.52
11/28/2021,TNT Motor,Standard,Moped,2019,Black,Auckland,1695200,343.09
11/28/2021,Ducati,Standard,Roadbike,2004,Black,Auckland,1695200,343.09
11/28/2021,Toyota,Standard,Saloon,1996,White,Auckland,1695200,343.09
11/28/2021,Subaru,Standard,Stationwagon,2004,Silver,Northland,201500,16.11
11/28/2021,Ford,Standard,Utility,2009,White,Wellington,543500,67.52
11/28/2021,Subaru,Standard,Stationwagon,2002,Black,Wellington,543500,67.52
11/28/2021,Holden,Standard,Stationwagon,2014,Black,Canterbury,655000,14.72
11/28/2021,Audi,Standard,Hatchback,2005,Grey,Auckland,1695200,343.09
11/28/2021,Volkswagen,Standard,Hatchback,2018,White,Waikato,513800,21.5
11/28/2021,Mitsubishi,Standard,Utility,1992,White,Auckland,1695200,343.09
11/28/2021,Toyota,Standard,Hatchback,2014,White,Wellington,543500,67.52
11/28/2021,BMW,Luxury,Saloon,2007,Grey,Wellington,543500,67.52
11/28/2021,Toyota,Standard,Saloon,2006,White,Northland,201500,16.11
11/28/2021,Trailer,Standard,Boat Trailer,1997,Grey,Auckland,1695200,343.09
11/28/2021,Mazda,Standard,Hatchback,1991,Red,Canterbury,655000,14.72
11/28/2021,Mitsubishi,Standard,Saloon,1995,Red,Northland,201500,16.11
11/28/2021,Ford,Standard,Utility,1999,White,Otago,246000,7.89
11/28/2021,Toyota,Standard,Stationwagon,1999,White,Gisborne,52100,6.21
11/28/2021,Toyota,Standard,Utility,2000,White,Canterbury,655000,14.72
11/29/2021,Trailer,Standard,Trailer,2019,Grey,Hawke's Bay,182700,12.92
11/29/2021,Titan,Standard,Trailer,2021,Silver,Wellington,543500,67.52
11/29/2021,Toyota,Standard,Stationwagon,2003,Red,Auckland,1695200,343.09
11/29/2021,Mazda,Standard,Stationwagon,1999,White,Northland,201500,16.11
11/29/2021,Hyundai,Standard,Saloon,2006,Black,Canterbury,655000,14.72
11/29/2021,Volkswagen,Standard,Hatchback,2001,Silver,Auckland,1695200,343.09
11/29/2021,BMW,Luxury,Saloon,2002,Silver,Auckland,1695200,343.09
11/29/2021,Audi,Standard,Stationwagon,2005,Silver,Auckland,1695200,343.09
11/29/2021,Caravan,Standard,Caravan,1994,White,Auckland,1695200,343.09
11/29/2021,Nissan,Standard,Stationwagon,2005,Blue,Auckland,1695200,343.09
11/29/2021,Holden,Standard,Stationwagon,2012,Grey,Bay of Plenty,347700,28.8
11/29/2021,Honda,Standard,Saloon,1997,White,Waikato,513800,21.5
11/29/2021,Mercedes-Benz,Luxury,Saloon,2001,Silver,Auckland,1695200,343.09
11/29/2021,Toyota,Standard,Saloon,2006,White,Bay of Plenty,347700,28.8
11/29/2021,Trailer,Standard,Trailer,2008,Silver,Bay of Plenty,347700,28.8
11/29/2021,Mazda,Standard,Stationwagon,2008,Blue,Wellington,543500,67.52
11/29/2021,Mitsubishi,Standard,Saloon,1980,White,Canterbury,655000,14.72
11/29/2021,Trailer,Standard,Trailer,2012,Silver,Auckland,1695200,343.09
11/29/2021,Toyota,Standard,Stationwagon,1986,White,Canterbury,655000,14.72
11/29/2021,Trailer,Standard,Trailer,2014,Red,Canterbury,655000,14.72
11/30/2021,Kawasaki,Standard,Roadbike,1986,Red,Northland,201500,16.11
11/30/2021,Crusader,Standard,Caravan,2010,White,Canterbury,655000,14.72
11/30/2021,Lochiel,Standard,Trailer,2020,Silver,Canterbury,655000,14.72
11/30/2021,Honda,Standard,All Terrain Vehicle,2011,Red,Taranaki,127300,17.55
11/30/2021,KTM,Standard,Roadbike,2016,Black,Auckland,1695200,343.09
11/30/2021,Yamaha,Standard,Roadbike,2020,Black,Auckland,1695200,343.09
11/30/2021,Ford,Standard,Utility,2003,Silver,Gisborne,52100,6.21
11/30/2021,Suzuki,Standard,Stationwagon,2001,Blue,Wellington,543500,67.52
11/30/2021,Nissan,Standard,Hatchback,2005,Silver,Wellington,543500,67.52
11/30/2021,Nissan,Standard,Saloon,2007,White,Auckland,1695200,343.09
11/30/2021,Honda,Standard,Saloon,1999,Blue,Auckland,1695200,343.09
11/30/2021,Toyota,Standard,Saloon,2005,Silver,Auckland,1695200,343.09
11/30/2021,Toyota,Standard,Utility,2018,Silver,Otago,246000,7.89
11/30/2021,Subaru,Standard,Hatchback,1995,Silver,Wellington,543500,67.52
11/30/2021,Honda,Standard,Saloon,2007,Grey,Waikato,513800,21.5
11/30/2021,Homebuilt,Standard,Trailer,2013,White,Canterbury,655000,14.72
11/30/2021,Toyota,Standard,Light Van,1993,White,Otago,246000,7.89
12/1/2021,Anglo,Standard,Caravan,1976,White,Auckland,1695200,343.09
12/1/2021,Briford,Standard,Trailer,2016,Grey,Auckland,1695200,343.09
12/1/2021,Suzuki,Standard,Roadbike,2002,Black,Auckland,1695200,343.09
12/1/2021,Toyota,Standard,Light Van,1993,Silver,Waikato,513800,21.5
12/1/2021,Yamaha,Standard,Roadbike,2020,Grey,Auckland,1695200,343.09
12/1/2021,Subaru,Standard,Stationwagon,1997,Red,Southland,102400,3.28
12/1/2021,Honda,Standard,Saloon,2007,Silver,Waikato,513800,21.5
12/1/2021,Toyota,Standard,Stationwagon,2001,Red,Waikato,513800,21.5
12/1/2021,Subaru,Standard,Hatchback,2002,Blue,Gisborne,52100,6.21
12/1/2021,Mitsubishi,Standard,Stationwagon,2007,Black,Otago,246000,7.89
12/1/2021,Toyota,Standard,Stationwagon,1991,Grey,Canterbury,655000,14.72
12/1/2021,Toyota,Standard,Stationwagon,2000,Silver,Auckland,1695200,343.09
12/1/2021,Trailer,Standard,Boat Trailer,2006,Silver,Waikato,513800,21.5
12/1/2021,Toyota,Standard,Stationwagon,2017,Red,Auckland,1695200,343.09
12/1/2021,Mazda,Standard,Stationwagon,2007,Grey,Auckland,1695200,343.09
12/1/2021,Nissan,Standard,Saloon,2008,White,Auckland,1695200,343.09
12/1/2021,Subaru,Standard,Stationwagon,2013,Grey,Gisborne,52100,6.21
12/1/2021,Trailer,Standard,Trailer,2010,White,Wellington,543500,67.52
12/1/2021,Mitsubishi,Standard,Utility,1995,White,Wellington,543500,67.52
12/1/2021,Toyota,Standard,Stationwagon,1998,Green,Auckland,1695200,343.09
12/1/2021,Trailer,Standard,Trailer,2014,Silver,Canterbury,655000,14.72
12/1/2021,Homebuilt,Standard,Trailer,1990,Silver,Auckland,1695200,343.09
12/2/2021,Trailer,Standard,Trailer,1979,Green,Canterbury,655000,14.72
12/2/2021,Kea,Standard,Trailer,2020,Silver,Auckland,1695200,343.09
12/2/2021,Vmoto,Standard,Moped,2010,Black,Bay of Plenty,347700,28.8
12/2/2021,Nissan,Standard,Saloon,1992,Grey,Canterbury,655000,14.72
12/2/2021,Ford,Standard,Saloon,2003,Red,Manawatū-Whanganui,258200,11.62
12/2/2021,Holden,Standard,Utility,2005,Blue,Auckland,1695200,343.09
12/2/2021,Holden,Standard,Hatchback,2009,Silver,Gisborne,52100,6.21
12/2/2021,Nissan,Standard,Hatchback,2002,Yellow,Wellington,543500,67.52
12/2/2021,Mitsubishi,Standard,Stationwagon,2005,Grey,Canterbury,655000,14.72
12/2/2021,Mitsubishi,Standard,Utility,2013,Grey,Northland,201500,16.11
12/2/2021,Toyota,Standard,Stationwagon,1994,Green,Canterbury,655000,14.72
12/2/2021,Mazda,Standard,Light Van,2008,White,Auckland,1695200,343.09
12/2/2021,Toyota,Standard,Stationwagon,2017,White,Nelson,54500,129.15
12/2/2021,Mazda,Standard,Stationwagon,2005,Green,Canterbury,655000,14.72
12/2/2021,Mazda,Standard,Hatchback,2005,Blue,Auckland,1695200,343.09
12/2/2021,BMW,Luxury,Saloon,2009,Grey,Auckland,1695200,343.09
12/2/2021,Toyota,Standard,Hatchback,2016,White,Auckland,1695200,343.09
12/2/2021,Nissan,Standard,Sports Car,2007,Silver,Canterbury,655000,14.72
12/2/2021,Ford,Standard,Utility,1993,White,Canterbury,655000,14.72
12/2/2021,Ford,Standard,Flat Deck Truck,1997,White,Taranaki,127300,17.55
12/2/2021,Alpha,Standard,Caravan,1976,Cream,Waikato,513800,21.5
12/3/2021,Trailer,Standard,Trailer - Heavy,2021,Silver,Bay of Plenty,347700,28.8
12/3/2021,Trailer,Standard,Trailer,1977,Brown,Bay of Plenty,347700,28.8
12/3/2021,Suzuki,Standard,Roadbike,2003,Black,Northland,201500,16.11
12/3/2021,Trailer,Standard,Trailer,2021,Silver,Canterbury,655000,14.72
12/3/2021,Trailer,Standard,Trailer,2021,Silver,Waikato,513800,21.5
12/3/2021,Ford,Standard,Saloon,2001,Gold,Southland,102400,3.28
12/3/2021,Toyota,Standard,Utility,2002,Red,Bay of Plenty,347700,28.8
12/3/2021,Moped,Standard,Moped,2018,Red,Auckland,1695200,343.09
12/3/2021,Nissan,Standard,Hatchback,1995,Silver,Waikato,513800,21.5
12/3/2021,Toyota,Standard,Hatchback,2004,White,Canterbury,655000,14.72
12/3/2021,Daihatsu,Standard,Hatchback,2005,Blue,Canterbury,655000,14.72
12/3/2021,Ford,Standard,Saloon,2007,Grey,Bay of Plenty,347700,28.8
12/3/2021,Subaru,Standard,Hatchback,2001,Blue,Auckland,1695200,343.09
12/3/2021,Mazda,Standard,Hatchback,2006,Silver,Wellington,543500,67.52
12/3/2021,Mitsubishi,Standard,Utility,2013,Grey,Northland,201500,16.11
12/3/2021,Nissan,Standard,Hatchback,2004,Blue,Auckland,1695200,343.09
12/3/2021,Piaggio,Standard,Roadbike,2015,Grey,Auckland,1695200,343.09
12/3/2021,Subaru,Standard,Stationwagon,2007,Black,Hawke's Bay,182700,12.92
12/3/2021,Suzuki,Standard,Hatchback,2006,White,Bay of Plenty,347700,28.8
12/3/2021,Toyota,Standard,Saloon,2006,White,Auckland,1695200,343.09
12/3/2021,Nissan,Standard,Mobile Home - Light,1991,Blue,Canterbury,655000,14.72
12/3/2021,Briford,Standard,Trailer,2014,Silver,Auckland,1695200,343.09
12/4/2021,Subaru,Standard,Stationwagon,2002,Blue,Northland,201500,16.11
12/4/2021,Ford,Standard,Utility,2004,White,Wellington,543500,67.52
12/4/2021,Over,Standard,Moped,2020,White,Manawatū-Whanganui,258200,11.62
12/4/2021,KTM,Standard,Roadbike,2021,White,Wellington,543500,67.52
12/4/2021,Subaru,Standard,Stationwagon,2002,Blue,Canterbury,655000,14.72
12/4/2021,Toyota,Standard,Saloon,2010,Green,Waikato,513800,21.5
12/4/2021,Honda,Standard,Hatchback,2002,Silver,Auckland,1695200,343.09
12/4/2021,Toyota,Standard,Stationwagon,2004,White,Waikato,513800,21.5
12/4/2021,Honda,Standard,Saloon,2000,White,Auckland,1695200,343.09
12/4/2021,FOTON,Standard,Utility,2015,Silver,Bay of Plenty,347700,28.8
12/4/2021,Nissan,Standard,Utility,2007,Blue,Auckland,1695200,343.09
12/4/2021,Trailer,Standard,Trailer,2011,Silver,Hawke's Bay,182700,12.92
12/5/2021,Trailer,Standard,Trailer,2017,Silver,Taranaki,127300,17.55
12/5/2021,Mazda,Standard,Utility,2001,White,Otago,246000,7.89
12/5/2021,Mitsubishi,Standard,Saloon,1994,White,Canterbury,655000,14.72
12/5/2021,Yamaha,Standard,Roadbike,2016,Blue,Auckland,1695200,343.09
12/5/2021,Kawasaki,Standard,Roadbike,2019,Black,Bay of Plenty,347700,28.8
12/5/2021,Toyota,Standard,Other Truck,1991,White,Canterbury,655000,14.72
12/5/2021,Subaru,Standard,Stationwagon,2001,Blue,Wellington,543500,67.52
12/5/2021,Ford,Standard,Utility,2011,Red,Manawatū-Whanganui,258200,11.62
12/5/2021,Peugeot,Standard,Stationwagon,2012,Blue,Otago,246000,7.89
12/5/2021,Peugeot,Standard,Saloon,2009,Black,Bay of Plenty,347700,28.8
12/5/2021,Mazda,Standard,Hatchback,2004,Silver,Wellington,543500,67.52
12/5/2021,Subaru,Standard,Stationwagon,2005,Silver,Auckland,1695200,343.09
12/5/2021,Mazda,Standard,Light Van,2011,White,Auckland,1695200,343.09
12/5/2021,Toyota,Standard,Stationwagon,1994,Blue,Canterbury,655000,14.72
12/5/2021,Subaru,Standard,Saloon,1999,Black,Otago,246000,7.89
12/5/2021,Nissan,Standard,Hatchback,1991,Blue,Bay of Plenty,347700,28.8
12/5/2021,Jayco,Standard,Caravan,2007,White,Canterbury,655000,14.72
12/6/2021,Vespa,Standard,Roadbike,2001,Silver,Auckland,1695200,343.09
12/6/2021,Trailer,Standard,Trailer,2019,Silver,Manawatū-Whanganui,258200,11.62
12/6/2021,Factory Built,Standard,Trailer,2017,Silver,Wellington,543500,67.52
12/6/2021,Briford,Standard,Trailer,2020,Silver,Otago,246000,7.89
12/6/2021,Trailer,Standard,Trailer,2020,Silver,Bay of Plenty,347700,28.8
12/6/2021,Trailer,Standard,Boat Trailer,2013,Grey,Auckland,1695200,343.09
12/6/2021,Suzuki,Standard,Roadbike,2001,Blue,Wellington,543500,67.52
12/6/2021,Mazda,Standard,Hatchback,2001,Blue,Auckland,1695200,343.09
12/6/2021,TNT Motor,Standard,Moped,2018,Black,Otago,246000,7.89
12/6/2021,Toyota,Standard,Stationwagon,1995,Blue,Canterbury,655000,14.72
12/6/2021,Subaru,Standard,Saloon,2001,Silver,Canterbury,655000,14.72
