date_stolen,make_name,make_type,vehicle_type,model_year,vehicle_color,region,population,population_density
10/7/2021,Trailer,Standard,Boat Trailer,2004,White,Bay of Plenty,347700,28.8
10/7/2021,Trailer,Standard,Trailer,2007,Black,Waikato,513800,21.5
10/7/2021,BMW,Luxury,Roadbike,2017,White,Auckland,1695200,343.09
10/7/2021,Ford,Standard,Saloon,2006,Grey,Wellington,543500,67.52
10/7/2021,Toyota,Standard,Light Van,2008,Silver,Otago,246000,7.89
10/7/2021,Nissan,Standard,Flat Deck Truck,1998,White,Auckland,1695200,343.09
10/7/2021,Honda,Standard,Saloon,1998,Red,Northland,201500,16.11
10/7/2021,Holden,Standard,Saloon,2006,Black,Auckland,1695200,343.09
10/7/2021,Toyota,Standard,Stationwagon,2018,White,Auckland,1695200,343.09
10/7/2021,BMW,Luxury,Saloon,2000,Red,Wellington,543500,67.52
10/7/2021,Mitsubishi,Standard,Stationwagon,2001,Silver,Canterbury,655000,14.72
10/7/2021,Isuzu,Standard,Stationwagon,1996,Green,Bay of Plenty,347700,28.8
10/7/2021,Mitsubishi,Standard,Utility,1990,Grey,Manawatū-Whanganui,258200,11.62
10/7/2021,Trailer,Standard,Trailer,2012,Silver,Canterbury,655000,14.72
10/7/2021,Trailer,Standard,Trailer,2013,Grey,Auckland,1695200,343.09
10/7/2021,Toyota,Standard,Saloon,1997,White,Hawke's Bay,182700,12.92
10/8/2021,Trailer,Standard,Trailer,2018,Silver,Hawke's Bay,182700,12.92
10/8/2021,Custombuilt,Standard,Boat Trailer,2020,Silver,Auckland,1695200,343.09
10/8/2021,Nissan,Standard,Stationwagon,1992,Blue,Otago,246000,7.89
10/8/2021,Nissan,Standard,Saloon,1991,Black,Otago,246000,7.89
10/8/2021,Subaru,Standard,Stationwagon,1993,Red,Wellington,543500,67.52
10/8/2021,TNT Motor,Standard,Moped,2019,Black,Wellington,543500,67.52
10/8/2021,Moped,Standard,Moped,2016,Red,Auckland,1695200,343.09
10/8/2021,Toyota,Standard,Utility,2002,Brown,Bay of Plenty,347700,28.8
10/8/2021,Holden,Standard,Saloon,2003,Green,Northland,201500,16.11
10/8/2021,Toyota,Standard,Other Truck,1995,White,Bay of Plenty,347700,28.8
10/8/2021,Toyota,Standard,Saloon,2001,White,Auckland,1695200,343.09
10/8/2021,Kawasaki,Standard,Roadbike,2020,Black,Auckland,1695200,343.09
10/8/2021,Mazda,Standard,Utility,2005,White,Auckland,1695200,343.09
10/8/2021,Ford,Standard,Utility,2005,Grey,Bay of Plenty,347700,28.8
10/8/2021,Mazda,Standard,Utility,2005,White,Bay of Plenty,347700,28.8
10/8/2021,Toyota,Standard,Utility,1994,Blue,Wellington,543500,67.52
10/8/2021,Nissan,Standard,Light Van,2002,White,Auckland,1695200,343.09
10/8/2021,Holden,Standard,Utility,1994,Grey,Bay of Plenty,347700,28.8
10/8/2021,Mazda,Standard,Saloon,2003,Silver,Manawatū-Whanganui,258200,11.62
10/8/2021,Honda,Standard,Stationwagon,1999,White,Waikato,513800,21.5
10/8/2021,Nissan,Standard,Utility,2008,Black,Bay of Plenty,347700,28.8
10/8/2021,Trailer,Standard,Trailer,2008,Grey,Nelson,54500,129.15
10/8/2021,Mazda,Standard,Stationwagon,2008,Silver,Northland,201500,16.11
10/8/2021,Toyota,Standard,Saloon,2008,Silver,Auckland,1695200,343.09
10/8/2021,Toyota,Standard,Saloon,2008,Silver,Auckland,1695200,343.09
10/8/2021,Toyota,Standard,Light Bus,2019,White,Auckland,1695200,343.09
10/8/2021,BMW,Luxury,Saloon,2006,White,Bay of Plenty,347700,28.8
10/9/2021,Hyosung,Standard,Roadbike,2007,Yellow,Hawke's Bay,182700,12.92
10/9/2021,Trailer,Standard,Trailer,2009,Silver,Waikato,513800,21.5
10/9/2021,Vespa,Standard,Roadbike,2013,Red,Auckland,1695200,343.09
10/9/2021,Honda,Standard,Saloon,2005,Grey,Northland,201500,16.11
10/9/2021,Isuzu,Standard,Stationwagon,1996,Green,Bay of Plenty,347700,28.8
10/9/2021,Nissan,Standard,Stationwagon,2006,Grey,Auckland,1695200,343.09
10/9/2021,Ford,Standard,Stationwagon,2008,Gold,Northland,201500,16.11
10/9/2021,Ford,Standard,Stationwagon,2005,Red,Auckland,1695200,343.09
10/9/2021,Holden,Standard,Saloon,2001,Blue,Waikato,513800,21.5
10/9/2021,Mazda,Standard,Hatchback,2002,Red,Waikato,513800,21.5
10/9/2021,Nissan,Standard,Hatchback,2007,Gold,Northland,201500,16.11
10/9/2021,Peugeot,Standard,Hatchback,2000,Green,Gisborne,52100,6.21
10/9/2021,Toyota,Standard,Utility,2000,Red,Bay of Plenty,347700,28.8
10/10/2021,Trailer,Standard,Trailer,2021,Silver,Auckland,1695200,343.09
10/10/2021,Trailer,Standard,Trailer,2018,Silver,Auckland,1695200,343.09
10/10/2021,Trailer,Standard,Trailer,2019,Silver,Nelson,54500,129.15
10/10/2021,Trailer,Standard,Trailer,2020,Grey,Nelson,54500,129.15
10/10/2021,Honda,Standard,Hatchback,1995,Blue,Gisborne,52100,6.21
10/10/2021,Nissan,Standard,Stationwagon,1999,Red,Gisborne,52100,6.21
10/10/2021,Ford,Standard,Stationwagon,2004,Red,Auckland,1695200,343.09
10/10/2021,Nissan,Standard,Saloon,1996,Grey,Waikato,513800,21.5
10/10/2021,Nissan,Standard,Stationwagon,1996,Brown,Northland,201500,16.11
10/10/2021,Suzuki,Standard,Hatchback,2009,Black,Northland,201500,16.11
10/10/2021,Nissan,Standard,Light Van,2008,White,Bay of Plenty,347700,28.8
10/10/2021,Nissan,Standard,Hatchback,2004,Blue,Auckland,1695200,343.09
10/11/2021,Trailer,Standard,Trailer - Heavy,2019,Silver,Auckland,1695200,343.09
10/11/2021,Reid,Standard,Trailer - Heavy,2015,Silver,Auckland,1695200,343.09
10/11/2021,Homebuilt,Standard,Trailer,2021,Black,Northland,201500,16.11
10/11/2021,Homebuilt,Standard,Trailer,2018,Silver,Canterbury,655000,14.72
10/11/2021,Mazda,Standard,Utility,2002,White,Bay of Plenty,347700,28.8
10/11/2021,TNT Motor,Standard,Moped,2018,Black,Gisborne,52100,6.21
10/11/2021,Mitsubishi,Standard,Saloon,2003,Red,Auckland,1695200,343.09
10/11/2021,Ford,Standard,Stationwagon,2003,Red,Waikato,513800,21.5
10/11/2021,Nissan,Standard,Stationwagon,1996,Black,Manawatū-Whanganui,258200,11.62
10/11/2021,Suzuki,Standard,Stationwagon,2005,Red,Auckland,1695200,343.09
10/11/2021,Holden,Standard,Utility,2009,Grey,Manawatū-Whanganui,258200,11.62
10/11/2021,BMW,Luxury,Saloon,2007,Black,Auckland,1695200,343.09
10/11/2021,Toyota,Standard,Stationwagon,2006,Silver,Wellington,543500,67.52
10/11/2021,Dodge,Standard,Stationwagon,2013,Black,Auckland,1695200,343.09
10/11/2021,Toyota,Standard,Saloon,2005,Blue,Auckland,1695200,343.09
10/11/2021,Honda,Standard,Stationwagon,2004,Red,Northland,201500,16.11
10/11/2021,Subaru,Standard,Hatchback,2009,Grey,Wellington,543500,67.52
10/11/2021,Toko,Standard,Boat Trailer,2006,Grey,Otago,246000,7.89
10/11/2021,Trailer,Standard,Trailer,2012,Silver,Canterbury,655000,14.72
10/12/2021,Homebuilt,Standard,Boat Trailer,1989,Grey,Canterbury,655000,14.72
10/12/2021,Briford,Standard,Trailer - Heavy,2015,Silver,Wellington,543500,67.52
10/12/2021,Suzuki,Standard,Roadbike,2005,Yellow,Canterbury,655000,14.72
10/12/2021,Trailer,Standard,Trailer,2015,Silver,Auckland,1695200,343.09
10/12/2021,Custombuilt,Standard,Trailer - Heavy,2016,Grey,Auckland,1695200,343.09
10/12/2021,Homebuilt,Standard,Trailer - Heavy,1987,Yellow,Gisborne,52100,6.21
10/12/2021,Yamaha,Standard,Moped,2015,Red,Auckland,1695200,343.09
10/12/2021,Suzuki,Standard,Roadbike,1998,White,Bay of Plenty,347700,28.8
10/12/2021,Forza,Standard,Moped,2021,Black,Auckland,1695200,343.09
10/12/2021,Hyundai,Standard,Stationwagon,2005,Blue,Nelson,54500,129.15
10/12/2021,Honda,Standard,Saloon,2003,Silver,Auckland,1695200,343.09
10/12/2021,Subaru,Standard,Stationwagon,2001,Red,Canterbury,655000,14.72
10/12/2021,Daihatsu,Standard,Stationwagon,1991,Black,Bay of Plenty,347700,28.8
10/12/2021,Mercedes-Benz,Luxury,Saloon,2011,White,Auckland,1695200,343.09
10/12/2021,Ford,Standard,Stationwagon,2012,White,Auckland,1695200,343.09
10/12/2021,Mitsubishi,Standard,Utility,1997,Green,Bay of Plenty,347700,28.8
10/12/2021,Honda,Standard,Saloon,2005,Silver,Wellington,543500,67.52
10/12/2021,Nissan,Standard,Flat Deck Truck,1993,White,Canterbury,655000,14.72
10/12/2021,Toyota,Standard,Hatchback,2004,Green,Canterbury,655000,14.72
10/12/2021,BMW,Luxury,Stationwagon,2007,Black,Bay of Plenty,347700,28.8
10/12/2021,Trailer,Standard,Trailer,2007,Silver,Auckland,1695200,343.09
10/12/2021,Trailer,Standard,Trailer - Heavy,1991,White,Wellington,543500,67.52
10/12/2021,Takeuchi,Standard,Mobile Machine,2018,Grey,Auckland,1695200,343.09
10/12/2021,Nissan,Standard,Hatchback,1995,White,Canterbury,655000,14.72
10/12/2021,Nissan,Standard,Utility,1992,White,Waikato,513800,21.5
10/12/2021,Ford,Standard,Light Van,1997,White,Canterbury,655000,14.72
10/12/2021,Ford,Standard,Utility,1999,Red,Hawke's Bay,182700,12.92
10/13/2021,Elddis,Standard,Caravan,2003,White,Canterbury,655000,14.72
10/13/2021,Honda,Standard,Roadbike,2013,Black,Auckland,1695200,343.09
10/13/2021,Trailer,Standard,Trailer - Heavy,2003,Silver,Canterbury,655000,14.72
10/13/2021,Mitsubishi,Standard,Stationwagon,1999,Silver,Nelson,54500,129.15
10/13/2021,Triumph,Standard,Roadbike,2005,Orange,Waikato,513800,21.5
10/13/2021,Nissan,Standard,Stationwagon,1996,Blue,Bay of Plenty,347700,28.8
10/13/2021,Subaru,Standard,Stationwagon,2001,White,Auckland,1695200,343.09
10/13/2021,TNT Motor,Standard,Moped,2021,Black,Wellington,543500,67.52
10/13/2021,Mazda,Standard,Utility,2004,Blue,Bay of Plenty,347700,28.8
10/13/2021,Nissan,Standard,Saloon,1996,Silver,Waikato,513800,21.5
10/13/2021,Ford,Standard,Utility,2005,White,Auckland,1695200,343.09
10/13/2021,Mitsubishi,Standard,Saloon,2006,Red,Taranaki,127300,17.55
10/13/2021,Nissan,Standard,Flat Deck Truck,1994,White,Canterbury,655000,14.72
10/13/2021,Toyota,Standard,Light Van,2008,Silver,Hawke's Bay,182700,12.92
10/13/2021,Toyota,Standard,Hatchback,2004,Black,Auckland,1695200,343.09
10/14/2021,Trailer,Standard,Trailer,2001,Grey,Otago,246000,7.89
10/14/2021,Trailer,Standard,Trailer,2016,Silver,Auckland,1695200,343.09
10/14/2021,Briford,Standard,Trailer,2020,Silver,Canterbury,655000,14.72
10/14/2021,Trailer,Standard,Trailer,2020,Silver,Bay of Plenty,347700,28.8
10/14/2021,Titan,Standard,Trailer,2021,Silver,Auckland,1695200,343.09
10/14/2021,Victory,Standard,Roadbike,2013,Black,Southland,102400,3.28
10/14/2021,Toyota,Standard,Hatchback,2002,Silver,Canterbury,655000,14.72
10/14/2021,Toyota,Standard,Stationwagon,1996,Black,Gisborne,52100,6.21
10/14/2021,Land Rover,Luxury,Stationwagon,2006,Black,Wellington,543500,67.52
10/14/2021,Toyota,Standard,Light Van,2000,White,Auckland,1695200,343.09
10/14/2021,Volvo,Luxury,Convertible,2003,White,Auckland,1695200,343.09
10/14/2021,Nissan,Standard,Light Van,2008,White,Canterbury,655000,14.72
10/14/2021,Mercedes-Benz,Luxury,Saloon,2002,Blue,Auckland,1695200,343.09
10/14/2021,Nissan,Standard,Hatchback,2005,Grey,Waikato,513800,21.5
10/14/2021,Ford,Standard,Light Van,2018,White,Auckland,1695200,343.09
10/14/2021,Mazda,Standard,Light Van,2012,White,Wellington,543500,67.52
10/14/2021,Nissan,Standard,Saloon,1998,Silver,Waikato,513800,21.5
10/14/2021,Ford,Standard,Saloon,1993,Green,Bay of Plenty,347700,28.8
10/14/2021,Nissan,Standard,Stationwagon,1999,Green,Canterbury,655000,14.72
10/14/2021,Trailer,Standard,Trailer,2014,Grey,Gisborne,52100,6.21
10/14/2021,Toyota,Standard,Saloon,1997,Blue,Canterbury,655000,14.72
10/15/2021,Trailer,Standard,Trailer,2018,Silver,Manawatū-Whanganui,258200,11.62
10/15/2021,Mitsubishi,Standard,Saloon,1997,White,Wellington,543500,67.52
10/15/2021,Nissan,Standard,Hatchback,2003,Blue,Wellington,543500,67.52
10/15/2021,Forza,Standard,Moped,2020,Black,Auckland,1695200,343.09
10/15/2021,Holden,Standard,Utility,2006,White,Bay of Plenty,347700,28.8
10/15/2021,Toyota,Standard,Stationwagon,1998,Silver,Wellington,543500,67.52
10/15/2021,Honda,Standard,Stationwagon,2005,Blue,Auckland,1695200,343.09
10/15/2021,Ford,Standard,Stationwagon,2014,Silver,Canterbury,655000,14.72
10/15/2021,Mitsubishi,Standard,Light Van,2014,White,Auckland,1695200,343.09
10/15/2021,Peugeot,Standard,Saloon,2005,Black,Waikato,513800,21.5
10/15/2021,Toyota,Standard,Stationwagon,2020,Blue,Auckland,1695200,343.09
10/15/2021,Honda,Standard,Saloon,1997,Red,Otago,246000,7.89
10/15/2021,Nissan,Standard,Stationwagon,1996,Green,Gisborne,52100,6.21
10/15/2021,Toyota,Standard,Hatchback,1999,White,Gisborne,52100,6.21
10/16/2021,Homebuilt,Standard,Trailer,2020,Black,Otago,246000,7.89
10/16/2021,Trailer,Standard,Trailer,2021,Silver,Taranaki,127300,17.55
10/16/2021,Kea,Standard,Trailer,2018,Silver,Waikato,513800,21.5
10/16/2021,TNT Motor,Standard,Moped,2019,Black,Wellington,543500,67.52
10/16/2021,Harley Davidson,Standard,Roadbike,2003,Silver,Auckland,1695200,343.09
10/16/2021,Nissan,Standard,Saloon,2004,Black,Bay of Plenty,347700,28.8
10/16/2021,Nissan,Standard,Saloon,1996,Silver,Northland,201500,16.11
10/16/2021,Caravan,Standard,Caravan,1994,White,Wellington,543500,67.52
10/16/2021,Nissan,Standard,Stationwagon,1999,Blue,Southland,102400,3.28
10/16/2021,Volkswagen,Standard,Hatchback,2004,Black,Auckland,1695200,343.09
10/16/2021,Mitsubishi,Standard,Stationwagon,2014,Black,Hawke's Bay,182700,12.92
10/16/2021,Holden,Standard,Saloon,2010,Grey,Auckland,1695200,343.09
10/16/2021,Nissan,Standard,Saloon,1998,White,Auckland,1695200,343.09
10/16/2021,Holden,Standard,Saloon,2003,Black,Canterbury,655000,14.72
10/16/2021,Holden,Standard,Saloon,2004,Black,Waikato,513800,21.5
10/16/2021,Trailer,Standard,Trailer,1998,Blue,Auckland,1695200,343.09
10/16/2021,Kea,Standard,Trailer,2011,Silver,Hawke's Bay,182700,12.92
10/16/2021,Homebuilt,Standard,Trailer,1995,Green,Canterbury,655000,14.72
10/17/2021,Trailer,Standard,Trailer,2017,Silver,Auckland,1695200,343.09
10/17/2021,Trailer,Standard,Trailer,2021,Silver,Gisborne,52100,6.21
10/17/2021,Honda,Standard,Roadbike,2013,Green,Gisborne,52100,6.21
10/17/2021,Daihatsu,Standard,Other Truck,2001,White,Auckland,1695200,343.09
10/17/2021,Hyundai,Standard,Light Van,2002,White,Auckland,1695200,343.09
10/17/2021,Vespa,Standard,Roadbike,2013,White,Auckland,1695200,343.09
10/17/2021,Nissan,Standard,Stationwagon,1993,Black,Auckland,1695200,343.09
10/17/2021,Mazda,Standard,Stationwagon,1996,Red,Waikato,513800,21.5
10/17/2021,Honda,Standard,Hatchback,2003,Black,Northland,201500,16.11
10/17/2021,Nissan,Standard,Stationwagon,1993,Black,Canterbury,655000,14.72
10/17/2021,Mitsubishi,Standard,Saloon,2001,Silver,Auckland,1695200,343.09
10/17/2021,Holden,Standard,Saloon,2007,Black,Auckland,1695200,343.09
10/17/2021,Nissan,Standard,Utility,2007,Grey,Northland,201500,16.11
10/17/2021,Holden,Standard,Stationwagon,2008,Green,Waikato,513800,21.5
10/17/2021,Mazda,Standard,Saloon,2003,Red,Waikato,513800,21.5
10/17/2021,Mazda,Standard,Hatchback,2008,White,Gisborne,52100,6.21
10/17/2021,Mazda,Standard,Stationwagon,2005,Brown,Auckland,1695200,343.09
10/17/2021,Mazda,Standard,Stationwagon,2006,Silver,Bay of Plenty,347700,28.8
10/17/2021,Mazda,Standard,Stationwagon,2006,Silver,Bay of Plenty,347700,28.8
10/17/2021,Nissan,Standard,Saloon,2006,Silver,Canterbury,655000,14.72
10/17/2021,Toyota,Standard,Sports Car,1994,White,Auckland,1695200,343.09
10/17/2021,Holden,Standard,Saloon,1984,Grey,Bay of Plenty,347700,28.8
10/18/2021,Trailer,Standard,Trailer,2015,Silver,Auckland,1695200,343.09
10/18/2021,Buffalo,Standard,Trailer,2019,Silver,Canterbury,655000,14.72
10/18/2021,Trailer,Standard,Trailer,2020,Silver,Auckland,1695200,343.09
10/18/2021,Moped,Standard,Moped,2008,Red,Auckland,1695200,343.09
10/18/2021,Keeway,Standard,Moped,2012,White,Auckland,1695200,343.09
10/18/2021,Kawasaki,Standard,Roadbike,2014,Green,Wellington,543500,67.52
10/18/2021,Toyota,Standard,Hatchback,2002,Red,Auckland,1695200,343.09
10/18/2021,Subaru,Standard,Hatchback,1995,Silver,Manawatū-Whanganui,258200,11.62
10/18/2021,Nissan,Standard,Saloon,1995,Purple,Manawatū-Whanganui,258200,11.62
10/18/2021,Factory Built,Standard,Moped,2021,Black,Wellington,543500,67.52
10/18/2021,Toyota,Standard,Sports Car,1996,Red,Gisborne,52100,6.21
10/18/2021,Toyota,Standard,Stationwagon,1995,Blue,Canterbury,655000,14.72
10/18/2021,Nissan,Standard,Saloon,1998,Blue,Waikato,513800,21.5
10/18/2021,Nissan,Standard,Saloon,1996,Grey,Hawke's Bay,182700,12.92
10/18/2021,BMW,Luxury,Stationwagon,2005,Silver,Northland,201500,16.11
10/18/2021,Toyota,Standard,Saloon,2001,Silver,Canterbury,655000,14.72
10/18/2021,Mazda,Standard,Sports Car,1998,Green,Gisborne,52100,6.21
10/18/2021,Nissan,Standard,Hatchback,2005,White,Auckland,1695200,343.09
10/18/2021,Mitsubishi,Standard,Stationwagon,2006,Blue,Bay of Plenty,347700,28.8
10/18/2021,Mitsubishi,Standard,Saloon,2004,White,Auckland,1695200,343.09
10/18/2021,Honda,Standard,Saloon,2009,Red,Auckland,1695200,343.09
10/18/2021,Volkswagen,Standard,Stationwagon,2009,Blue,Northland,201500,16.11
10/18/2021,Toyota,Standard,Light Van,2012,White,Auckland,1695200,343.09
10/18/2021,Nissan,Standard,Saloon,1990,Silver,Manawatū-Whanganui,258200,11.62
10/18/2021,Trailer,Standard,Trailer,2010,Silver,Bay of Plenty,347700,28.8
10/18/2021,Nissan,Standard,Saloon,1991,Black,Canterbury,655000,14.72
10/18/2021,Toyota,Standard,Stationwagon,1999,White,Gisborne,52100,6.21
10/19/2021,Trailer,Standard,Trailer,2014,Silver,Bay of Plenty,347700,28.8
10/19/2021,Trailer,Standard,Trailer,1967,Grey,Canterbury,655000,14.72
10/19/2021,Pinto,Standard,Trailer,2019,Silver,Auckland,1695200,343.09
10/19/2021,Trailer,Standard,Trailer,2012,Silver,Taranaki,127300,17.55
10/19/2021,Titan,Standard,Trailer,2016,Silver,Bay of Plenty,347700,28.8
10/19/2021,Trailer,Standard,Trailer,2020,Black,Canterbury,655000,14.72
10/19/2021,Trailer,Standard,Trailer,2019,Grey,Auckland,1695200,343.09
10/19/2021,Trailer,Standard,Trailer,2003,Silver,Bay of Plenty,347700,28.8
10/19/2021,Honda,Standard,Moped,2007,Red,Bay of Plenty,347700,28.8
10/19/2021,Nissan,Standard,Stationwagon,1992,Grey,Canterbury,655000,14.72
10/19/2021,Ford,Standard,Saloon,2004,Silver,Bay of Plenty,347700,28.8
10/19/2021,Mitsubishi,Standard,Stationwagon,2004,Silver,Canterbury,655000,14.72
10/19/2021,Morris,Standard,Mobile Home - Light,1943,White,Manawatū-Whanganui,258200,11.62
10/19/2021,Toyota,Standard,Light Van,1999,Blue,Manawatū-Whanganui,258200,11.62
10/19/2021,Toyota,Standard,Stationwagon,1996,Gold,Canterbury,655000,14.72
10/19/2021,Toyota,Standard,Stationwagon,2001,Gold,Auckland,1695200,343.09
10/19/2021,Holden,Standard,Saloon,1999,Brown,Canterbury,655000,14.72
10/19/2021,Landrover,Luxury,Stationwagon,2006,Silver,Otago,246000,7.89
10/19/2021,Honda,Standard,Sports Car,1993,Silver,Auckland,1695200,343.09
10/19/2021,Toyota,Standard,Light Van,1995,White,Canterbury,655000,14.72
10/19/2021,Toyota,Standard,Sports Car,1999,Red,Hawke's Bay,182700,12.92
10/20/2021,PGO,Standard,Moped,2014,Red,Canterbury,655000,14.72
10/20/2021,KTM,Standard,Roadbike,2017,White,Canterbury,655000,14.72
10/20/2021,Nissan,Standard,Saloon,1996,White,Auckland,1695200,343.09
10/20/2021,TNT Motor,Standard,Moped,2020,Black,Wellington,543500,67.52
10/20/2021,Benelli,Standard,Roadbike,2021,Black,Wellington,543500,67.52
10/20/2021,Mercedes-Benz,Luxury,Stationwagon,2004,Black,Auckland,1695200,343.09
10/20/2021,Ford,Standard,Utility,2004,White,Bay of Plenty,347700,28.8
10/20/2021,Toyota,Standard,Stationwagon,2000,Silver,Otago,246000,7.89
10/20/2021,Mazda,Standard,Hatchback,2002,White,Wellington,543500,67.52
10/20/2021,Volkswagen,Standard,Hatchback,2008,White,Bay of Plenty,347700,28.8
10/20/2021,Toyota,Standard,Saloon,2010,Silver,Auckland,1695200,343.09
10/20/2021,Mazda,Standard,Hatchback,2006,Blue,Auckland,1695200,343.09
10/20/2021,Nissan,Standard,Light Van,1990,Red,Auckland,1695200,343.09
10/20/2021,Trailer,Standard,Trailer,2013,Silver,Wellington,543500,67.52
10/20/2021,Ford,Standard,Utility,1999,White,Bay of Plenty,347700,28.8
10/20/2021,Trailer,Standard,Trailer,2014,Silver,Waikato,513800,21.5
10/20/2021,Toyota,Standard,Stationwagon,1995,Green,Waikato,513800,21.5
10/21/2021,Trailer,Standard,Boat Trailer,2014,Silver,Gisborne,52100,6.21
10/21/2021,Homebuilt,Standard,Trailer,1998,Green,Canterbury,655000,14.72
10/21/2021,Kea,Standard,Trailer,2020,Silver,Waikato,513800,21.5
10/21/2021,Trailer,Standard,Trailer,2017,Silver,Auckland,1695200,343.09
10/21/2021,Toyota,Standard,Stationwagon,2001,Silver,Auckland,1695200,343.09
10/21/2021,Ford,Standard,Stationwagon,2003,Blue,Wellington,543500,67.52
10/21/2021,Honda,Standard,Hatchback,2003,Black,Northland,201500,16.11
10/21/2021,Holden,Standard,Saloon,2003,Green,Auckland,1695200,343.09
10/21/2021,Honda,Standard,Stationwagon,1996,Blue,Auckland,1695200,343.09
10/21/2021,Toyota,Standard,Utility,2005,Silver,Bay of Plenty,347700,28.8
10/21/2021,Holden,Standard,Saloon,2006,Grey,Auckland,1695200,343.09
10/21/2021,Isuzu,Standard,Stationwagon,1999,Silver,Canterbury,655000,14.72
10/21/2021,Volkswagen,Standard,Saloon,2004,Blue,Otago,246000,7.89
10/21/2021,Mitsubishi,Standard,Saloon,2000,Grey,Auckland,1695200,343.09
10/21/2021,BMW,Luxury,Saloon,2008,Black,Auckland,1695200,343.09
10/21/2021,Audi,Standard,Saloon,2007,Black,Bay of Plenty,347700,28.8
10/21/2021,Mazda,Standard,Hatchback,2006,Grey,Canterbury,655000,14.72
10/21/2021,Mercedes-Benz,Luxury,Saloon,2006,White,Auckland,1695200,343.09
10/21/2021,Mazda,Standard,Utility,2008,White,Manawatū-Whanganui,258200,11.62
10/21/2021,Nissan,Standard,Utility,2008,White,Gisborne,52100,6.21
10/21/2021,Ferrari,Luxury,Convertible,1993,Yellow,Auckland,1695200,343.09
10/21/2021,Nissan,Standard,Saloon,1997,White,Gisborne,52100,6.21
10/21/2021,Mazda,Standard,Utility,1999,Green,Canterbury,655000,14.72
10/22/2021,Trailer,Standard,Trailer,2021,Grey,Auckland,1695200,343.09
10/22/2021,Custombuilt,Standard,Boat Trailer,2016,Grey,Canterbury,655000,14.72
10/22/2021,Trailer,Standard,Trailer,2002,Silver,Nelson,54500,129.15
10/22/2021,Forza,Standard,Moped,2019,Black,Auckland,1695200,343.09
10/22/2021,Yamaha,Standard,Roadbike,2016,Red,Auckland,1695200,343.09
10/22/2021,Ford,Standard,Utility,2006,White,Wellington,543500,67.52
10/22/2021,BMW,Luxury,Saloon,1998,Blue,Otago,246000,7.89
10/22/2021,Toyota,Standard,Light Van,1990,Gold,Canterbury,655000,14.72
10/22/2021,Toyota,Standard,Sports Car,1998,Silver,Waikato,513800,21.5
10/22/2021,Ford,Standard,Utility,2013,Silver,Gisborne,52100,6.21
10/22/2021,Toyota,Standard,Saloon,2010,White,Auckland,1695200,343.09
10/22/2021,Trailer,Standard,Boat Trailer,2014,Silver,Auckland,1695200,343.09
10/22/2021,Nissan,Standard,Saloon,1992,Green,Canterbury,655000,14.72
10/22/2021,Trailer,Standard,Trailer,2014,Silver,Canterbury,655000,14.72
10/23/2021,Factory Built,Standard,Trailer,2021,White,Waikato,513800,21.5
10/23/2021,Trailer,Standard,Trailer,2019,Grey,Auckland,1695200,343.09
10/23/2021,Suzuki,Standard,Roadbike,2016,Black,Wellington,543500,67.52
10/23/2021,Forza,Standard,Moped,2018,Red,Auckland,1695200,343.09
10/23/2021,Ford,Standard,Utility,2005,Red,Wellington,543500,67.52
10/23/2021,Toyota,Standard,Stationwagon,2004,Blue,Bay of Plenty,347700,28.8
10/23/2021,Mazda,Standard,Stationwagon,1996,Green,Wellington,543500,67.52
10/23/2021,BMW,Luxury,Hatchback,2002,Red,Otago,246000,7.89
10/23/2021,Kea,Standard,Trailer,2006,Silver,Waikato,513800,21.5
10/23/2021,Holden,Standard,Saloon,2013,Green,Wellington,543500,67.52
10/23/2021,Audi,Standard,Saloon,2004,Blue,Bay of Plenty,347700,28.8
10/23/2021,Audi,Standard,Saloon,2010,Black,Waikato,513800,21.5
10/23/2021,Honda,Standard,Hatchback,1987,White,Nelson,54500,129.15
10/23/2021,Toyota,Standard,Stationwagon,1996,Blue,Canterbury,655000,14.72
10/23/2021,Lochiel,Standard,Trailer,2013,Silver,Otago,246000,7.89
10/23/2021,Toyota,Standard,Stationwagon,1995,Silver,Auckland,1695200,343.09
10/23/2021,Holden,Standard,Saloon,1998,Blue,Canterbury,655000,14.72
10/23/2021,Nissan,Standard,Hatchback,1992,Grey,Canterbury,655000,14.72
10/24/2021,Trailer,Standard,Trailer - Heavy,2019,Silver,Bay of Plenty,347700,28.8
10/24/2021,Trike,Standard,Trailer,2020,Silver,Nelson,54500,129.15
10/24/2021,Trailer,Standard,Boat Trailer,2020,Grey,Canterbury,655000,14.72
10/24/2021,Trailer,Standard,Trailer,2021,Silver,Auckland,1695200,343.09
10/24/2021,Ford,Standard,Utility,1997,White,Hawke's Bay,182700,12.92
10/24/2021,Toyota,Standard,Stationwagon,1993,Red,Auckland,1695200,343.09
10/24/2021,Holden,Standard,Hatchback,2003,Silver,Bay of Plenty,347700,28.8
10/24/2021,Mazda,Standard,Utility,1994,Red,Auckland,1695200,343.09
10/24/2021,Trailer,Standard,Trailer,2005,Silver,Auckland,1695200,343.09
10/24/2021,Volkswagen,Standard,Hatchback,2009,Black,Auckland,1695200,343.09
10/24/2021,Nissan,Standard,Saloon,2002,Blue,Canterbury,655000,14.72
10/24/2021,Honda,Standard,Hatchback,2004,Silver,Canterbury,655000,14.72
